scenario,policy,trial,bytes_kb,hit_rate,seed,ablation
spotty_cellular,acorn,1342,237226.7798689099,0.08333333333333333,1342,delta0
spotty_cellular,acorn,1343,195885.11862388946,0.14166666666666666,1343,delta0
spotty_cellular,acorn,1344,249957.91517349577,0.325,1344,delta0
spotty_cellular,acorn,1345,187312.53971510852,0.20833333333333334,1345,delta0
spotty_cellular,acorn,1346,235904.9843209502,0.24166666666666667,1346,delta0
spotty_cellular,acorn,1347,191672.4334207243,0.05,1347,delta0
spotty_cellular,acorn,1348,194152.0462472674,0.008333333333333333,1348,delta0
spotty_cellular,acorn,1349,191263.39034932118,0.0,1349,delta0
spotty_cellular,acorn,1350,206776.43494194868,0.0,1350,delta0
spotty_cellular,acorn,1351,194721.13307726494,0.008333333333333333,1351,delta0
spotty_cellular,acorn,1352,191618.3582462911,0.0,1352,delta0
spotty_cellular,acorn,1353,185364.61824810575,0.075,1353,delta0
spotty_cellular,acorn,1354,212740.09020446314,0.05,1354,delta0
spotty_cellular,acorn,1355,175010.74892391235,0.1,1355,delta0
spotty_cellular,acorn,1356,196645.12426471213,0.0,1356,delta0
spotty_cellular,acorn,1357,239283.84204162206,0.058333333333333334,1357,delta0
spotty_cellular,acorn,1358,155093.54991722855,0.0,1358,delta0
spotty_cellular,acorn,1359,159131.69284578887,0.016666666666666666,1359,delta0
spotty_cellular,acorn,1360,247066.52931933478,0.15,1360,delta0
spotty_cellular,acorn,1361,264230.721777019,0.058333333333333334,1361,delta0
spotty_cellular,acorn,1362,191247.2617044143,0.0,1362,delta0
spotty_cellular,acorn,1363,242107.65493073108,0.125,1363,delta0
spotty_cellular,acorn,1364,180317.69694273517,0.18333333333333332,1364,delta0
spotty_cellular,acorn,1365,176141.69833457447,0.0,1365,delta0
spotty_cellular,acorn,1366,237833.55362662155,0.0,1366,delta0
