scenario,policy,trial,bytes_kb,hit_rate,seed
spotty_cellular,lru_whole,1340,176352.53362681958,0.0,1340
spotty_cellular,lru_whole,1341,204823.16873986908,0.0,1341
spotty_cellular,lru_whole,1342,235044.50631669146,0.0,1342
spotty_cellular,lru_whole,1343,193231.58683325874,0.03333333333333333,1343
spotty_cellular,lru_whole,1344,246494.71033076776,0.09166666666666666,1344
spotty_cellular,lru_whole,1345,183553.21732841636,0.025,1345
spotty_cellular,lru_whole,1346,232231.86563716346,0.125,1346
spotty_cellular,lru_whole,1347,190002.04006499017,0.0,1347
spotty_cellular,lru_whole,1348,191956.16010826954,0.0,1348
spotty_cellular,lru_whole,1349,190336.2005056345,0.0,1349
spotty_cellular,lru_whole,1350,205915.18700668664,0.0,1350
spotty_cellular,lru_whole,1351,193302.35000452862,0.0,1351
spotty_cellular,lru_whole,1352,189463.62263388513,0.0,1352
spotty_cellular,lru_whole,1353,182676.35199060937,0.008333333333333333,1353
spotty_cellular,lru_whole,1354,211752.53061602436,0.0,1354
spotty_cellular,lru_whole,1355,173708.31667326664,0.03333333333333333,1355
spotty_cellular,lru_whole,1356,195198.69101119853,0.0,1356
spotty_cellular,lru_whole,1357,237762.35579780454,0.0,1357
spotty_cellular,lru_whole,1358,153610.3445766305,0.0,1358
spotty_cellular,lru_whole,1359,157796.74251713816,0.0,1359
spotty_cellular,lru_whole,1360,243665.36739722645,0.041666666666666664,1360
spotty_cellular,lru_whole,1361,262463.4951852298,0.0,1361
spotty_cellular,lru_whole,1362,188653.64736035385,0.0,1362
spotty_cellular,lru_whole,1363,240336.22475721585,0.041666666666666664,1363
spotty_cellular,lru_whole,1364,176857.1514475265,0.0,1364
spotty_cellular,lru_whole,1365,174700.0552416754,0.0,1365
spotty_cellular,lru_whole,1366,236935.7057727906,0.0,1366
