scenario,eta,trial,bytes_kb,hit_rate
nightly_wifi,0.6,4,865755.1657482884,0.725
nightly_wifi,0.6,5,726643.135754268,1.0
nightly_wifi,0.6,6,849016.3695485399,0.7416666666666667
nightly_wifi,0.6,7,832632.4835706308,1.0
nightly_wifi,0.6,8,774441.4453711999,1.0
nightly_wifi,0.6,9,825595.4516630502,0.6833333333333333
nightly_wifi,0.6,10,773967.5709297893,0.9916666666666667
nightly_wifi,0.6,11,699229.0399477305,0.85
nightly_wifi,0.6,12,731450.6321567133,0.5916666666666667
nightly_wifi,0.6,13,838159.6569410738,0.85
nightly_wifi,0.6,14,858130.9623229932,0.8666666666666667
nightly_wifi,0.6,15,855955.3402348647,0.6833333333333333
nightly_wifi,0.6,16,779686.0059338422,1.0
nightly_wifi,0.6,17,897140.6873026167,0.9166666666666666
nightly_wifi,0.6,18,737749.5358233933,0.7083333333333334
nightly_wifi,0.6,19,770737.1291343204,0.8833333333333333
nightly_wifi,0.6,20,799332.2746520082,0.8666666666666667
nightly_wifi,0.6,21,833511.9511806063,1.0
nightly_wifi,0.6,22,857607.9245262834,1.0
nightly_wifi,0.6,23,780172.8848961119,0.7416666666666667
nightly_wifi,0.6,24,746364.7878212265,0.95
nightly_wifi,0.6,25,705469.7641625184,1.0
nightly_wifi,0.6,26,726877.1632916697,1.0
nightly_wifi,0.6,27,832659.5894241914,0.725
nightly_wifi,0.6,28,750945.9428873507,0.6416666666666667
nightly_wifi,0.6,29,738563.6539800115,0.925
spotty_cellular,0.2,0,26674.77825662871,0.16666666666666666
spotty_cellular,0.2,1,24741.047469766512,0.14166666666666666
spotty_cellular,0.2,2,23452.69883247527,0.13333333333333333
spotty_cellular,0.2,3,21987.121466257748,0.14166666666666666
spotty_cellular,0.2,4,25438.80558093143,0.13333333333333333
spotty_cellular,0.2,5,29261.1067733724,0.15833333333333333
spotty_cellular,0.2,6,24150.26177415518,0.15833333333333333
spotty_cellular,0.2,7,30627.9399013782,0.16666666666666666
spotty_cellular,0.2,8,22982.99455499941,0.15833333333333333
spotty_cellular,0.2,9,29060.422890065554,0.16666666666666666
spotty_cellular,0.2,10,23593.82693584726,0.15
spotty_cellular,0.2,11,23954.426984160116,0.15
spotty_cellular,0.2,12,23730.961665555253,0.16666666666666666
spotty_cellular,0.2,13,25581.14370963717,0.13333333333333333
spotty_cellular,0.2,14,24056.492716396413,0.13333333333333333
spotty_cellular,0.2,15,23606.658584431923,0.15
spotty_cellular,0.2,16,22770.82827378546,0.11666666666666667
spotty_cellular,0.2,17,26321.857205337346,0.15833333333333333
spotty_cellular,0.2,18,21605.623252818375,0.15833333333333333
spotty_cellular,0.2,19,24275.82473792388,0.15
spotty_cellular,0.2,20,29478.72951638149,0.16666666666666666
spotty_cellular,0.2,21,19247.58894299779,0.13333333333333333
spotty_cellular,0.2,22,19743.848272176587,0.15
spotty_cellular,0.2,23,30360.103290570572,0.19166666666666668
spotty_cellular,0.2,24,32637.351657087285,0.18333333333333332
spotty_cellular,0.2,25,23417.408292519296,0.13333333333333333
spotty_cellular,0.2,26,29943.63976007307,0.16666666666666666
spotty_cellular,0.2,27,22121.706755372943,0.14166666666666666
spotty_cellular,0.2,28,21731.24899946528,0.15
spotty_cellular,0.2,29,29350.39740108363,0.18333333333333332
spotty_cellular,0.3,0,26712.830436524622,0.175
spotty_cellular,0.3,1,24857.143436386843,0.15
spotty_cellular,0.3,2,23403.559176206207,0.13333333333333333
spotty_cellular,0.3,3,21946.341240357135,0.14166666666666666
spotty_cellular,0.3,4,25474.19576836064,0.13333333333333333
spotty_cellular,0.3,5,29222.23830094976,0.15833333333333333
spotty_cellular,0.3,6,24140.877363224055,0.15833333333333333
spotty_cellular,0.3,7,30598.321771093255,0.16666666666666666
spotty_cellular,0.3,8,22967.058658809347,0.16666666666666666
spotty_cellular,0.3,9,28984.442264416517,0.175
spotty_cellular,0.3,10,23576.60846331072,0.15
spotty_cellular,0.3,11,23936.51107718613,0.15
spotty_cellular,0.3,12,23786.905159573093,0.175
spotty_cellular,0.3,13,25586.271045395904,0.13333333333333333
spotty_cellular,0.3,14,24054.6585540777,0.13333333333333333
spotty_cellular,0.3,15,23572.47191285705,0.15833333333333333
spotty_cellular,0.3,16,22826.87122554911,0.13333333333333333
spotty_cellular,0.3,17,26405.531708664545,0.16666666666666666
spotty_cellular,0.3,18,21656.392823495735,0.15833333333333333
spotty_cellular,0.3,19,24269.499592946675,0.15
spotty_cellular,0.3,20,29487.258575631116,0.16666666666666666
spotty_cellular,0.3,21,19268.478969948133,0.13333333333333333
spotty_cellular,0.3,22,19721.48376522746,0.15
spotty_cellular,0.3,23,30351.637566400284,0.19166666666666668
spotty_cellular,0.3,24,32504.196558970518,0.2
spotty_cellular,0.3,25,23370.69204135683,0.14166666666666666
spotty_cellular,0.3,26,29923.924276688525,0.16666666666666666
spotty_cellular,0.3,27,22143.672876206874,0.14166666666666666
spotty_cellular,0.3,28,21765.649827509525,0.15
spotty_cellular,0.3,29,29314.69609414583,0.19166666666666668
spotty_cellular,0.4,0,26718.46128026252,0.16666666666666666
spotty_cellular,0.4,1,24835.35957220777,0.15
spotty_cellular,0.4,2,23432.794519937146,0.13333333333333333
spotty_cellular,0.4,3,22031.45030941531,0.15
spotty_cellular,0.4,4,25510.880672323892,0.14166666666666666
spotty_cellular,0.4,5,29293.710538165564,0.15833333333333333
spotty_cellular,0.4,6,24163.466127496155,0.16666666666666666
spotty_cellular,0.4,7,30707.884242398708,0.18333333333333332
spotty_cellular,0.4,8,23052.62802798708,0.18333333333333332
spotty_cellular,0.4,9,28991.57112634452,0.175
spotty_cellular,0.4,10,23583.63999077418,0.15
spotty_cellular,0.4,11,23982.16707579959,0.16666666666666666
spotty_cellular,0.4,12,23754.821656354616,0.18333333333333332
spotty_cellular,0.4,13,25600.648381154653,0.13333333333333333
spotty_cellular,0.4,14,24039.449391758986,0.13333333333333333
spotty_cellular,0.4,15,23649.824027961786,0.15833333333333333
spotty_cellular,0.4,16,22867.680443500827,0.13333333333333333
spotty_cellular,0.4,17,26298.649497039652,0.175
spotty_cellular,0.4,18,21653.271571119818,0.16666666666666666
spotty_cellular,0.4,19,24238.424447969468,0.15
spotty_cellular,0.4,20,29547.351669169726,0.175
spotty_cellular,0.4,21,19229.118996898476,0.13333333333333333
spotty_cellular,0.4,22,19783.869258278333,0.15
spotty_cellular,0.4,23,30503.127493026688,0.2
spotty_cellular,0.4,24,32603.492277495367,0.21666666666666667
spotty_cellular,0.4,25,23354.7451724655,0.14166666666666666
spotty_cellular,0.4,26,29913.021070039948,0.175
spotty_cellular,0.4,27,22107.263997040813,0.14166666666666666
spotty_cellular,0.4,28,21835.300655553765,0.15
spotty_cellular,0.4,29,29252.542408038174,0.19166666666666668
spotty_cellular,0.5,0,26671.783086389412,0.175
spotty_cellular,0.5,1,24806.3257080287,0.15
spotty_cellular,0.5,2,23429.59582364915,0.14166666666666666
spotty_cellular,0.5,3,22003.87792360376,0.14166666666666666
spotty_cellular,0.5,4,25515.303668866483,0.14166666666666666
spotty_cellular,0.5,5,29265.853144855635,0.15833333333333333
spotty_cellular,0.5,6,24109.893779411592,0.16666666666666666
spotty_cellular,0.5,7,30792.850723987645,0.2
spotty_cellular,0.5,8,23031.382472305002,0.18333333333333332
spotty_cellular,0.5,9,29024.51242278132,0.18333333333333332
spotty_cellular,0.5,10,23562.146293856447,0.15833333333333333
spotty_cellular,0.5,11,23975.940201311623,0.15833333333333333
spotty_cellular,0.5,12,23742.420682098935,0.18333333333333332
spotty_cellular,0.5,13,25586.796847391735,0.14166666666666666
spotty_cellular,0.5,14,24045.128669236106,0.14166666666666666
spotty_cellular,0.5,15,23740.52261080458,0.16666666666666666
spotty_cellular,0.5,16,22805.535005507863,0.14166666666666666
spotty_cellular,0.5,17,26414.473950266347,0.175
spotty_cellular,0.5,18,21660.6865296539,0.175
spotty_cellular,0.5,19,24317.348587295546,0.15833333333333333
spotty_cellular,0.5,20,29580.202337456834,0.175
spotty_cellular,0.5,21,19214.384023848823,0.13333333333333333
spotty_cellular,0.5,22,19769.2547513292,0.15
spotty_cellular,0.5,23,30409.37967086595,0.2
spotty_cellular,0.5,24,32709.12302363854,0.20833333333333334
spotty_cellular,0.5,25,23483.088463434942,0.15833333333333333
spotty_cellular,0.5,26,30003.937355439943,0.175
spotty_cellular,0.5,27,22131.980117874748,0.14166666666666666
spotty_cellular,0.5,28,21869.70148359801,0.15
spotty_cellular,0.5,29,29362.733852660924,0.2
spotty_cellular,0.6,0,26711.98736408995,0.18333333333333332
spotty_cellular,0.6,1,24821.416843849627,0.15
spotty_cellular,0.6,2,23408.46797538387,0.14166666666666666
spotty_cellular,0.6,3,21939.528270693572,0.14166666666666666
spotty_cellular,0.6,4,25556.35166540907,0.14166666666666666
spotty_cellular,0.6,5,29288.835200771646,0.16666666666666666
spotty_cellular,0.6,6,24132.07143132703,0.16666666666666666
spotty_cellular,0.6,7,30752.299966840914,0.20833333333333334
spotty_cellular,0.6,8,23016.454485819315,0.2
spotty_cellular,0.6,9,29074.87879780756,0.18333333333333332
spotty_cellular,0.6,10,23578.307866196144,0.15833333333333333
spotty_cellular,0.6,11,24011.513951107518,0.16666666666666666
spotty_cellular,0.6,12,23727.92153752465,0.19166666666666668
spotty_cellular,0.6,13,25629.844957054807,0.14166666666666666
spotty_cellular,0.6,14,24057.890038750513,0.14166666666666666
spotty_cellular,0.6,15,23666.06828250702,0.16666666666666666
spotty_cellular,0.6,16,22831.03515464852,0.14166666666666666
spotty_cellular,0.6,17,26415.789320299406,0.19166666666666668
spotty_cellular,0.6,18,21685.113025417522,0.175
spotty_cellular,0.6,19,24313.14001846742,0.175
spotty_cellular,0.6,20,29638.377609671952,0.2
spotty_cellular,0.6,21,19239.52405079917,0.13333333333333333
spotty_cellular,0.6,22,19715.156848584043,0.15833333333333333
spotty_cellular,0.6,23,30431.83514446083,0.20833333333333334
spotty_cellular,0.6,24,32645.548790776793,0.21666666666666667
spotty_cellular,0.6,25,23431.411277564566,0.16666666666666666
spotty_cellular,0.6,26,29879.97864083993,0.175
spotty_cellular,0.6,27,22196.571238708686,0.14166666666666666
spotty_cellular,0.6,28,21822.09995806049,0.15833333333333333
spotty_cellular,0.6,29,29439.21721352137,0.21666666666666667
